time,value
2024-09-07T18:24:15.171813976Z,0.3256114423274994
2024-09-07T18:24:23.689082471Z,0.3495534360408783
2024-09-07T18:24:23.690368395Z,0.38307225704193115
2024-09-07T18:24:23.692123861Z,0.33518823981285095
2024-09-07T18:24:25.636432171Z,0.36152446269989014
2024-09-07T18:24:25.638072089Z,0.3663128614425659
2024-09-07T18:24:25.639815999Z,0.2992752194404602
2024-09-07T18:24:25.642188323Z,0.29209262132644653
2024-09-07T18:24:25.64394454Z,0.33997663855552673
2024-09-07T18:24:27.151062934Z,0.3256114423274994
2024-09-07T18:24:27.152894925Z,0.3447650372982025
2024-09-07T18:24:27.388175238Z,0.3974374830722809
2024-09-07T18:24:27.38960064Z,0.43095630407333374
2024-09-07T18:24:27.39128901Z,0.38546648621559143
2024-09-07T18:24:27.392785963Z,0.3519476354122162
2024-09-07T18:24:28.218575647Z,0.3926490843296051
2024-09-07T18:24:28.220252803Z,0.35673606395721436
2024-09-07T18:24:30.814579636Z,0.35913026332855225
2024-09-07T18:24:45.1627334Z,0.3687070608139038
2024-09-07T18:24:45.164333824Z,0.33039984107017517
2024-09-07T18:24:45.166127938Z,0.37828385829925537
2024-09-07T18:24:45.167726213Z,0.31842881441116333
2024-09-07T18:24:45.169088429Z,0.38546648621559143
2024-09-07T18:24:45.170346983Z,0.3447650372982025
2024-09-07T18:24:45.171535747Z,0.31603461503982544
2024-09-07T18:24:45.5840294Z,0.363918662071228
2024-09-07T18:24:48.171742439Z,0.3687070608139038
2024-09-07T18:24:48.173331331Z,0.3519476354122162
2024-09-07T18:24:48.174792215Z,0.3734954595565796
2024-09-07T18:24:49.060951254Z,0.3687070608139038
2024-09-07T18:24:49.062501893Z,0.3758896589279175
2024-09-07T18:25:05.205402094Z,0.3208230137825012
2024-09-07T18:25:05.206983929Z,0.3687070608139038
2024-09-07T18:25:05.209066863Z,0.3758896589279175
2024-09-07T18:25:05.2105562Z,0.3495534360408783
2024-09-07T18:25:05.211988914Z,0.33279404044151306
2024-09-07T18:25:15.215358966Z,0.3232172429561615
2024-09-07T18:25:15.217161018Z,0.40222588181495667
2024-09-07T18:25:15.218669753Z,0.3711012601852417
2024-09-07T18:25:15.220374467Z,0.35913026332855225
2024-09-07T18:25:15.222884503Z,0.272938996553421
2024-09-07T18:25:16.128104361Z,0.3495534360408783
2024-09-07T18:25:16.129738268Z,0.3519476354122162
2024-09-07T18:25:16.131257594Z,0.35913026332855225
2024-09-07T18:25:16.13270432Z,0.33758243918418884
2024-09-07T18:25:19.718549509Z,0.10534487664699554
2024-09-07T18:25:19.720573527Z,0.4381389021873474
2024-09-07T18:25:19.724269576Z,0.3734954595565796
2024-09-07T18:25:19.774533834Z,0.4405331015586853
2024-09-07T18:25:19.778033022Z,0.38546648621559143
2024-09-07T18:25:20.054484422Z,0.5363011956214905
2024-09-07T18:25:20.134668957Z,0.3974374830722809
2024-09-07T18:25:21.970617479Z,0.4572925269603729
2024-09-07T18:25:21.972316921Z,0.4381389021873474
2024-09-07T18:25:21.974390752Z,0.40462008118629456
2024-09-07T18:25:22.25477968Z,0.4213795065879822
2024-09-07T18:25:22.786974865Z,0.4596867263317108
2024-09-07T18:25:23.258959996Z,0.4644751250743866
2024-09-07T18:25:23.774906759Z,0.44532153010368347
2024-09-07T18:25:24.29854928Z,0.4165911078453064
2024-09-07T18:25:24.860925827Z,0.3663128614425659
2024-09-07T18:25:25.332234011Z,0.49320554733276367
2024-09-07T18:25:25.899884691Z,0.4596867263317108
2024-09-07T18:25:26.387320392Z,0.4405331015586853
2024-09-07T18:25:26.902094154Z,0.4213795065879822
2024-09-07T18:25:27.423820507Z,0.4908113479614258
2024-09-07T18:25:27.928123143Z,0.40940847992897034
2024-09-07T18:25:28.464998494Z,0.47884035110473633
2024-09-07T18:25:28.967843192Z,0.45250412821769714
