time,value
2024-09-07T18:24:15.171813976Z,9.84256362915039
2024-09-07T18:24:23.689082471Z,9.818621635437012
2024-09-07T18:24:23.690368395Z,9.816226959228516
2024-09-07T18:24:23.692123861Z,9.86650562286377
2024-09-07T18:24:25.636432171Z,9.830592155456543
2024-09-07T18:24:25.638072089Z,9.835380554199219
2024-09-07T18:24:25.639815999Z,9.80904483795166
2024-09-07T18:24:25.642188323Z,9.86650562286377
2024-09-07T18:24:25.64394454Z,9.825803756713867
2024-09-07T18:24:27.149506692Z,9.823410034179688
2024-09-07T18:24:27.151062934Z,9.859322547912598
2024-09-07T18:24:27.152894925Z,9.821015357971191
2024-09-07T18:24:27.388175238Z,9.849745750427246
2024-09-07T18:24:27.38960064Z,9.742006301879883
2024-09-07T18:24:27.39128901Z,9.821015357971191
2024-09-07T18:24:27.392785963Z,9.816226959228516
2024-09-07T18:24:28.218575647Z,9.775525093078613
2024-09-07T18:24:28.220252803Z,9.847352027893066
2024-09-07T18:24:30.814579636Z,9.787496566772461
2024-09-07T18:24:45.1627334Z,9.892841339111328
2024-09-07T18:24:45.164333824Z,9.847352027893066
2024-09-07T18:24:45.166127938Z,9.804255485534668
2024-09-07T18:24:45.167726213Z,9.806650161743164
2024-09-07T18:24:45.169088429Z,9.849745750427246
2024-09-07T18:24:45.170346983Z,9.825803756713867
2024-09-07T18:24:45.172989275Z,9.861717224121094
2024-09-07T18:24:48.171742439Z,9.828198432922363
2024-09-07T18:24:48.173331331Z,9.84495735168457
2024-09-07T18:24:48.174792215Z,9.830592155456543
2024-09-07T18:24:49.060951254Z,9.849745750427246
2024-09-07T18:24:49.062501893Z,9.821015357971191
2024-09-07T18:25:05.205402094Z,9.854534149169922
2024-09-07T18:25:05.206983929Z,9.852140426635742
2024-09-07T18:25:05.209066863Z,9.806650161743164
2024-09-07T18:25:05.2105562Z,9.840168952941895
2024-09-07T18:25:05.211988914Z,9.84495735168457
2024-09-07T18:25:15.215358966Z,9.813833236694336
2024-09-07T18:25:15.217161018Z,9.832986831665039
2024-09-07T18:25:15.218669753Z,9.830592155456543
2024-09-07T18:25:15.220374467Z,9.890447616577148
2024-09-07T18:25:15.222884503Z,9.892841339111328
2024-09-07T18:25:16.128104361Z,9.840168952941895
2024-09-07T18:25:16.129738268Z,9.86650562286377
2024-09-07T18:25:16.131257594Z,9.830592155456543
2024-09-07T18:25:19.718549509Z,9.801861763000488
2024-09-07T18:25:19.720573527Z,9.876082420349121
2024-09-07T18:25:19.722500029Z,9.818621635437012
2024-09-07T18:25:19.743740412Z,9.86650562286377
2024-09-07T18:25:19.776248355Z,9.880870819091797
2024-09-07T18:25:19.779532177Z,9.823410034179688
2024-09-07T18:25:20.134668957Z,9.943120002746582
2024-09-07T18:25:21.970617479Z,9.880870819091797
2024-09-07T18:25:21.972316921Z,9.8784761428833
2024-09-07T18:25:21.974390752Z,9.861717224121094
2024-09-07T18:25:22.25477968Z,9.880870819091797
2024-09-07T18:25:22.786974865Z,9.871294021606445
2024-09-07T18:25:23.258959996Z,9.864110946655273
2024-09-07T18:25:23.774906759Z,9.854534149169922
2024-09-07T18:25:24.29854928Z,9.883264541625977
2024-09-07T18:25:24.860925827Z,9.885659217834473
2024-09-07T18:25:25.332234011Z,9.837775230407715
2024-09-07T18:25:25.899884691Z,9.888052940368652
2024-09-07T18:25:26.387320392Z,9.871294021606445
2024-09-07T18:25:26.902094154Z,9.856928825378418
2024-09-07T18:25:27.423820507Z,9.864110946655273
2024-09-07T18:25:27.928123143Z,9.86889934539795
2024-09-07T18:25:28.464998494Z,9.847352027893066
2024-09-07T18:25:28.967843192Z,9.871294021606445
2024-09-07T18:25:30.248722013Z,9.856928825378418
2024-09-07T18:25:30.250781742Z,9.909601211547852
2024-09-07T18:25:30.573678969Z,9.832986831665039
2024-09-07T18:25:31.046117662Z,9.86650562286377
2024-09-07T18:25:31.565982993Z,9.852140426635742
2024-09-07T18:25:32.091856349Z,9.84495735168457
2024-09-07T18:25:32.831432192Z,9.84256362915039
2024-09-07T18:25:33.334977268Z,9.861717224121094
2024-09-07T18:25:33.862435941Z,9.854534149169922
2024-09-07T18:25:34.382984707Z,9.890447616577148
2024-09-07T18:25:34.908928033Z,9.854534149169922
2024-09-07T18:25:35.447986511Z,9.892841339111328
2024-09-07T18:25:36.269057976Z,9.854534149169922
2024-09-07T18:25:36.496014062Z,9.801861763000488
2024-09-07T18:25:37.814997619Z,9.847352027893066
2024-09-07T18:25:37.817979345Z,9.840168952941895
2024-09-07T18:25:38.09237739Z,9.830592155456543
2024-09-07T18:25:38.587100212Z,9.938331604003906
2024-09-07T18:25:39.101869238Z,9.799467086791992
2024-09-07T18:25:40.395147153Z,9.923966407775879
2024-09-07T18:25:40.399777891Z,9.828198432922363
2024-09-07T18:25:40.671516824Z,9.90241813659668
2024-09-07T18:25:41.194937653Z,9.86889934539795
2024-09-07T18:25:41.736513554Z,9.861717224121094
